timestamp_utc_iso,interval_seconds,leq_dbfs,peak_dbfs,estimated_db_spl,calibration_offset_db,battery_percent,battery_temp_c,charging,temperature_c,humidity_percent,wind_speed_mps,weather_timestamp_utc_iso
2026-08-17T21:55:17.509Z,5,-63.8221,-41.3349,,,85,31.5,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:55:22.567Z,5,-62.2187,-37.948,,,85,31.5,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:55:27.625Z,5,-63.7457,-44.553,,,85,31.5,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:55:32.666Z,5,-60.2558,-44.5083,,,85,31.5,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:55:37.726Z,5,-62.188,-38.8516,,,85,31.5,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:55:42.728Z,5,-70.4109,-49.5605,,,85,31.5,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:55:47.787Z,5,-65.3564,-41.9099,,,85,31.5,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:55:52.828Z,5,-68.2771,-49.8852,,,85,31.5,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:55:57.835Z,5,-66.7086,-48.0972,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:56:02.829Z,5,-54.3502,-37.6801,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:56:07.865Z,5,-53.622,-38.8981,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:56:12.869Z,5,-55.3108,-40.4538,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:56:17.870Z,5,-59.984,-46.1187,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:56:22.910Z,5,-58.2234,-44.7798,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:56:27.966Z,5,-50.6217,-24.1805,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:56:32.970Z,5,-45.418,-16.3801,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:56:38.029Z,5,-55.215,-41.4908,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:56:43.066Z,5,-57.8819,-44.8258,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:56:48.125Z,5,-53.8492,-39.0631,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:56:53.129Z,5,-52.8344,-36.7751,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:56:58.189Z,5,-59.1435,-37.2255,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:57:03.225Z,5,-61.5568,-36.7023,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:57:08.230Z,5,-61.0962,-48.7254,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:57:13.287Z,5,-55.1845,-40.3153,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:57:18.348Z,5,-48.2246,-29.6566,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:57:23.386Z,5,-49.8924,-35.9889,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:57:28.449Z,5,-54.3124,-40.2332,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:57:33.507Z,5,-56.1716,-42.385,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:57:38.568Z,5,-58.0264,-40.7666,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:57:43.629Z,5,-55.5198,-42.385,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:57:48.669Z,5,-52.4591,-25.3495,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:57:53.730Z,5,-55.0841,-42.3502,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:57:58.788Z,5,-54.4424,-40.0981,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:58:03.850Z,5,-47.7353,-31.8753,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:58:08.910Z,5,-49.9702,-35.8893,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:58:13.949Z,5,-55.5528,-41.8441,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:58:18.950Z,5,-58.4827,-45.0126,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:58:24.009Z,5,-55.0036,-37.4202,,,85,30.2,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:58:29.070Z,5,-49.9352,-36.5584,,,85,29,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:58:34.110Z,5,-53.1081,-38.3332,,,85,29,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:58:39.110Z,5,-58.8912,-38.9685,,,85,29,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:58:44.167Z,5,-60.3879,-35.7908,,,85,29,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:58:49.229Z,5,-60.0655,-46.4465,,,85,29,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:58:54.266Z,5,-55.9436,-42.1442,,,85,29,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:58:59.267Z,5,-54.6707,-28.1242,,,85,29,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:59:04.267Z,5,-55.6676,-42.0766,,,85,29,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:59:09.305Z,5,-57.9085,-41.6176,,,85,29,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:59:14.306Z,5,-62.7691,-44.202,,,85,29,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:59:19.366Z,5,-68.3123,-52.3565,,,85,29,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:59:24.430Z,5,-65.0113,-44.7798,,,85,29,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:59:29.469Z,5,-67.4997,-49.095,,,85,29,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:59:34.525Z,5,-60.3358,-44.3319,,,85,29,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:59:39.526Z,5,-53.1897,-37.187,,,85,29,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:59:44.586Z,5,-54.9742,-40.7089,,,85,29,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:59:49.627Z,5,-55.7008,-41.943,,,85,29,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:59:54.687Z,5,-57.2212,-41.9762,,,85,29,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T21:59:59.693Z,5,-58.185,-45.2035,,,84,28.5,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T22:00:04.749Z,5,-55.5855,-42.1782,,,84,28.5,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T22:00:09.787Z,5,-52.4624,-34.5882,,,84,28.5,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T22:00:14.787Z,5,-52.9223,-36.7934,,,84,28.5,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T22:00:19.845Z,5,-59.5281,-42.5969,,,84,28.5,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T22:00:24.909Z,5,-62.0896,-48.7254,,,84,28.5,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
2026-08-17T22:00:29.946Z,5,-62.9297,-49.8029,,,84,28.5,0,23.7,56,3.8,2026-08-17T21:53:27.109Z
